category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height
newspaper,"[0, 0, 1, 0, 0, 0]",1,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",47,Male,0,Prolific,3,6,8,10,8,146481.jpg,LVIS,"[[68, 200, 303, 261]]",Printed Material,UK,640.0,480.0
newspaper,"[0, 0, 1, 0, 0, 0]",4,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",27,Male,3,Prolific,8,7,9,2,6,146481.jpg,LVIS,"[[68, 200, 303, 261]]",Printed Material,UK,640.0,480.0
shirt,"[1, 1, 0, 1, 0, 0]",2,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",25,Male,1,CrowdWorks,5,6,7,7,6,154704.jpg,LVIS,"[[0, 334, 249, 277]]",Others,Japan,612.0,612.0
shirt,"[0, 0, 0, 1, 0, 0]",2,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",37,Male,0,CrowdWorks,2,6,6,7,8,154704.jpg,LVIS,"[[0, 334, 249, 277]]",Others,Japan,612.0,612.0
monitor_(computer_equipment) computer_monitor,"[1, 1, 1, 1, 1, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",26,Male,3,CrowdWorks,9,6,6,7,10,178192.jpg,LVIS,"[[23, 250, 133, 129], [387, 165, 240, 200], [214, 183, 136, 99]]",Screen,Japan,640.0,480.0
laptop_computer,"[1, 1, 0, 1, 1, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",26,Male,3,CrowdWorks,9,6,6,7,10,178192.jpg,LVIS,"[[213, 183, 176, 143], [16, 243, 233, 188]]",Screen,Japan,640.0,480.0
monitor_(computer_equipment) computer_monitor,"[0, 0, 1, 1, 0, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",32,Male,2,CrowdWorks,3,8,5,3,2,178192.jpg,LVIS,"[[23, 250, 133, 129], [387, 165, 240, 200], [214, 183, 136, 99]]",Screen,Japan,640.0,480.0
laptop_computer,"[0, 0, 0, 1, 0, 0]",1,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",32,Male,2,CrowdWorks,3,8,5,3,2,178192.jpg,LVIS,"[[213, 183, 176, 143], [16, 243, 233, 188]]",Screen,Japan,640.0,480.0
monitor_(computer_equipment) computer_monitor,"[1, 0, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",52,Male,1,Prolific,5,8,8,6,8,178192.jpg,LVIS,"[[23, 250, 133, 129], [387, 165, 240, 200], [214, 183, 136, 99]]",Screen,UK,640.0,480.0
laptop_computer,"[1, 0, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",52,Male,1,Prolific,5,8,8,6,8,178192.jpg,LVIS,"[[213, 183, 176, 143], [16, 243, 233, 188]]",Screen,UK,640.0,480.0
monitor_(computer_equipment) computer_monitor,"[1, 0, 1, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",28,Female,1,Prolific,4,8,6,8,10,178192.jpg,LVIS,"[[23, 250, 133, 129], [387, 165, 240, 200], [214, 183, 136, 99]]",Screen,UK,640.0,480.0
laptop_computer,"[1, 1, 1, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",28,Female,1,Prolific,4,8,6,8,10,178192.jpg,LVIS,"[[213, 183, 176, 143], [16, 243, 233, 188]]",Screen,UK,640.0,480.0
Bed,"[1, 1, 0, 1, 0, 0]",5,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",43,Male,1,CrowdWorks,3,6,4,8,5,4319a313fae699f9.jpg,OpenImages,"[[0, 0, 428, 768], [308, 41, 249, 705], [478, 28, 545, 739]]",Home interior,Japan,1024.0,768.0
identity,"[1, 0, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",50,Male,1,CrowdWorks,7,7,7,4,6,00dd6d93c5a03b9f.jpg,OpenImages,"[[2056, 857, 810, 505], [101, 2145, 1489, 674], [441, 1790, 1348, 524]]",Others,Japan,1024.0,656.0
identity,"[1, 0, 1, 0, 1, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",51,Male,2,Prolific,6,9,10,4,10,00dd6d93c5a03b9f.jpg,OpenImages,"[[2056, 857, 810, 505], [101, 2145, 1489, 674], [441, 1790, 1348, 524]]",Others,UK,1024.0,656.0
Object 0,"[0, 0, 0, 0, 1, 0]",5,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",46,Male,0,CrowdWorks,3,5,8,6,7,448623e2387b0341.jpg,OpenImages,"[[502, 203, 108, 266]]",Others,Japan,1024.0,768.0
motorcycle,"[0, 1, 0, 0, 1, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",53,Female,3,CrowdWorks,4,6,6,9,9,141416.jpg,LVIS,"[[205, 0, 360, 420]]",Others,Japan,640.0,480.0
Object 0,"[1, 1, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",53,Female,3,CrowdWorks,4,6,6,9,9,141416.jpg,LVIS,"[[9, 7, 624, 97]]",Others,Japan,640.0,480.0
Object 1,"[1, 0, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",53,Female,3,CrowdWorks,4,6,6,9,9,141416.jpg,LVIS,"[[75, 47, 37, 26]]",Others,Japan,640.0,480.0
motorcycle,"[1, 0, 0, 1, 0, 0]",4,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",30,Female,1,CrowdWorks,2,6,4,8,9,141416.jpg,LVIS,"[[205, 0, 360, 420]]",Others,Japan,640.0,480.0
banner,"[0, 1, 0, 0, 0, 0]",4,"[0, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",30,Female,1,CrowdWorks,2,6,4,8,9,141416.jpg,LVIS,"[[1, 121, 265, 167], [0, 232, 23, 60], [557, 101, 82, 75], [462, 103, 121, 82]]",Place Identifier,Japan,640.0,480.0
Object 0,"[1, 1, 0, 1, 1, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",30,Female,1,CrowdWorks,2,6,4,8,9,141416.jpg,LVIS,"[[9, 7, 624, 97]]",Others,Japan,640.0,480.0
Object 1,"[1, 0, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",30,Female,1,CrowdWorks,2,6,4,8,9,141416.jpg,LVIS,"[[75, 47, 37, 26]]",Others,Japan,640.0,480.0
camera,"[1, 1, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",64,Male,0,Prolific,4,4,7,3,4,141416.jpg,LVIS,"[[161, 42, 15, 11]]",Others,UK,640.0,480.0
streetlight,"[0, 1, 0, 0, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",49,Female,1,CrowdWorks,4,3,5,10,6,179155.jpg,LVIS,"[[179, 67, 19, 150], [449, 63, 14, 82]]",Scenery,Japan,500.0,364.0
Object 0,"[1, 1, 0, 1, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",49,Female,1,CrowdWorks,4,3,5,10,6,179155.jpg,LVIS,"[[7, 147, 489, 70]]",Others,Japan,500.0,364.0
flag,"[0, 1, 0, 0, 0, 0]",1,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",31,Male,1,Prolific,8,6,10,8,8,179155.jpg,LVIS,"[[475, 81, 15, 52], [433, 74, 9, 53], [253, 219, 18, 31], [423, 100, 10, 12], [329, 200, 11, 14], [334, 159, 8, 15], [391, 69, 8, 54], [53, 184, 6, 5]]",Others,UK,500.0,364.0
baby_buggy,"[0, 1, 0, 1, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",26,Male,2,Prolific,5,9,6,7,7,179155.jpg,LVIS,"[[49, 182, 26, 41]]",Others,UK,500.0,364.0
person,"[1, 0, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",48,Male,1,CrowdWorks,3,6,6,5,8,15956.jpg,LVIS,"[[371, 139, 73, 197]]",Person,Japan,640.0,480.0
person,"[1, 0, 0, 0, 0, 0]",4,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",30,Male,1,CrowdWorks,4,6,6,5,6,15956.jpg,LVIS,"[[371, 139, 73, 197]]",Person,Japan,640.0,480.0
person,"[0, 0, 1, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",60,Female,1,Prolific,6,9,7,3,7,15956.jpg,LVIS,"[[371, 139, 73, 197]]",Person,UK,640.0,480.0
newspaper,"[0, 0, 0, 1, 0, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",50,Male,4,CrowdWorks,7,4,10,7,7,328780.jpg,LVIS,"[[475, 313, 163, 70]]",Printed Material,Japan,640.0,534.0
monitor_(computer_equipment) computer_monitor,"[0, 0, 0, 1, 1, 0]",1,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",47,Male,2,CrowdWorks,4,8,5,7,3,328780.jpg,LVIS,"[[0, 0, 207, 424]]",Screen,Japan,640.0,534.0
monitor_(computer_equipment) computer_monitor,"[1, 0, 0, 0, 1, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",25,Female,1,Prolific,6,7,5,7,7,328780.jpg,LVIS,"[[0, 0, 207, 424]]",Screen,UK,640.0,534.0
Girl,"[1, 0, 0, 1, 1, 0]",6,"[0, 1, 1, 1, 1, 1, 0]","[0, 1, 1, 1, 1, 1, 1]",29,Female,1,CrowdWorks,3,6,6,6,8,0c3faec726e97005.jpg,OpenImages,"[[0, 0, 176, 679], [265, 188, 459, 482]]",Person,Japan,1024.0,683.0
Person,"[1, 1, 0, 1, 1, 0]",6,"[0, 1, 1, 1, 1, 1, 0]","[0, 1, 1, 1, 1, 1, 1]",29,Female,1,CrowdWorks,3,6,6,6,8,0c3faec726e97005.jpg,OpenImages,"[[0, 0, 995, 683]]",Others,Japan,1024.0,683.0
Clothing,"[0, 0, 0, 0, 1, 0]",3,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",29,Female,1,CrowdWorks,3,6,6,6,8,0c3faec726e97005.jpg,OpenImages,"[[0, 84, 176, 504], [161, 356, 99, 113], [243, 229, 77, 214], [360, 262, 217, 220], [625, 333, 152, 132], [746, 61, 45, 45], [786, 346, 122, 120], [788, 66, 39, 34], [832, 69, 37, 19]]",Clothing,Japan,1024.0,683.0
Girl,"[1, 0, 0, 0, 0, 0]",4,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",47,Male,2,CrowdWorks,4,8,5,7,3,0c3faec726e97005.jpg,OpenImages,"[[0, 0, 176, 679], [265, 188, 459, 482]]",Person,Japan,1024.0,683.0
Person,"[1, 1, 0, 1, 1, 0]",4,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",47,Male,2,CrowdWorks,4,8,5,7,3,0c3faec726e97005.jpg,OpenImages,"[[0, 0, 995, 683]]",Others,Japan,1024.0,683.0
Girl,"[0, 0, 1, 0, 0, 0]",5,"[0, 1, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0]",25,Female,1,Prolific,6,7,5,7,7,0c3faec726e97005.jpg,OpenImages,"[[0, 0, 176, 679], [265, 188, 459, 482]]",Person,UK,1024.0,683.0
Person,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 1, 1, 1, 1, 0]","[0, 1, 1, 1, 0, 0, 0]",25,Female,1,Prolific,6,7,5,7,7,0c3faec726e97005.jpg,OpenImages,"[[0, 0, 995, 683]]",Others,UK,1024.0,683.0
Clothing,"[0, 1, 0, 0, 0, 0]",4,"[0, 0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",25,Female,1,Prolific,6,7,5,7,7,0c3faec726e97005.jpg,OpenImages,"[[0, 84, 176, 504], [161, 356, 99, 113], [243, 229, 77, 214], [360, 262, 217, 220], [625, 333, 152, 132], [746, 61, 45, 45], [786, 346, 122, 120], [788, 66, 39, 34], [832, 69, 37, 19]]",Clothing,UK,1024.0,683.0
sweater,"[0, 0, 0, 1, 0, 0]",4,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",32,Female,1,CrowdWorks,9,10,5,8,9,20291.jpg,LVIS,"[[11, 135, 412, 442]]",Others,Japan,427.0,640.0
wine_bottle,"[0, 0, 0, 1, 0, 0]",3,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",32,Female,1,CrowdWorks,9,10,5,8,9,20291.jpg,LVIS,"[[0, 357, 46, 280], [204, 348, 133, 283]]",Others,Japan,427.0,640.0
notebook,"[1, 0, 0, 1, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",32,Female,1,CrowdWorks,9,10,5,8,9,20291.jpg,LVIS,"[[128, 497, 298, 141]]",Printed Material,Japan,427.0,640.0
sweater,"[0, 0, 1, 0, 0, 0]",5,"[0, 1, 1, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",22,Male,1,Prolific,3,7,7,8,9,20291.jpg,LVIS,"[[11, 135, 412, 442]]",Others,UK,427.0,640.0
notebook,"[1, 0, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",22,Male,1,Prolific,3,7,7,8,9,20291.jpg,LVIS,"[[128, 497, 298, 141]]",Printed Material,UK,427.0,640.0
Infant bed,"[0, 1, 0, 0, 0, 1]",4,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",62,Female,0,Prolific,4,6,10,5,8,2ac96d4eed4e33c8.jpg,OpenImages,"[[52, 49, 817, 718]]",Others,UK,1024.0,768.0
bus_(vehicle),"[0, 1, 0, 0, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",42,Female,1,CrowdWorks,4,3,5,10,8,177060.jpg,LVIS,"[[191, 221, 329, 213]]",Others,Japan,640.0,480.0
streetlight,"[0, 1, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",42,Female,1,CrowdWorks,4,3,5,10,8,177060.jpg,LVIS,"[[616, 266, 8, 7], [431, 120, 15, 7], [539, 208, 25, 90]]",Scenery,Japan,640.0,480.0
bus_(vehicle),"[1, 0, 1, 0, 1, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",26,Male,0,Prolific,5,8,7,7,7,177060.jpg,LVIS,"[[191, 221, 329, 213]]",Others,UK,640.0,480.0
Person,"[1, 1, 0, 1, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",55,Male,1,CrowdWorks,5,6,6,8,6,15e2134bf1363429.jpg,OpenImages,"[[436, 232, 137, 450]]",Others,Japan,1024.0,683.0
Person,"[1, 0, 0, 0, 0, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",46,Female,1,CrowdWorks,4,7,8,6,8,15e2134bf1363429.jpg,OpenImages,"[[436, 232, 137, 450]]",Others,Japan,1024.0,683.0
Person,"[0, 1, 1, 1, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",38,Female,3,Prolific,10,6,10,10,10,15e2134bf1363429.jpg,OpenImages,"[[436, 232, 137, 450]]",Others,UK,1024.0,683.0
necktie,"[0, 0, 0, 1, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",31,Male,1,CrowdWorks,4,6,6,5,8,19924.jpg,LVIS,"[[269, 193, 188, 146]]",Others,Japan,458.0,500.0
hat,"[1, 0, 0, 1, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",31,Male,1,CrowdWorks,4,6,6,5,8,19924.jpg,LVIS,"[[25, 38, 259, 414]]",Others,Japan,458.0,500.0
shirt,"[1, 0, 0, 1, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",31,Male,1,CrowdWorks,4,6,6,5,8,19924.jpg,LVIS,"[[257, 125, 200, 296]]",Others,Japan,458.0,500.0
necktie,"[1, 0, 0, 1, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",38,Female,0,CrowdWorks,8,5,9,7,3,19924.jpg,LVIS,"[[269, 193, 188, 146]]",Others,Japan,458.0,500.0
hat,"[0, 0, 0, 1, 0, 0]",2,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",38,Female,0,CrowdWorks,8,5,9,7,3,19924.jpg,LVIS,"[[25, 38, 259, 414]]",Others,Japan,458.0,500.0
shirt,"[0, 0, 0, 1, 0, 0]",2,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",38,Female,0,CrowdWorks,8,5,9,7,3,19924.jpg,LVIS,"[[257, 125, 200, 296]]",Others,Japan,458.0,500.0
book,"[0, 0, 0, 1, 0, 0]",2,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",45,Male,2,CrowdWorks,5,6,5,8,6,367569.jpg,LVIS,"[[83, 339, 72, 43]]",Book,Japan,469.0,640.0
wine_bottle,"[0, 0, 0, 1, 0, 0]",2,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",45,Male,2,CrowdWorks,5,6,5,8,6,367569.jpg,LVIS,"[[400, 458, 11, 41], [382, 463, 11, 38], [397, 453, 7, 44], [375, 464, 8, 38], [381, 455, 5, 29], [411, 467, 9, 42]]",Others,Japan,469.0,640.0
piano,"[0, 0, 0, 1, 0, 0]",2,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",45,Male,2,CrowdWorks,5,6,5,8,6,367569.jpg,LVIS,"[[44, 364, 163, 131]]",Musical instrument,Japan,469.0,640.0
piano,"[0, 1, 0, 0, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",45,Male,1,CrowdWorks,6,6,6,7,8,367569.jpg,LVIS,"[[44, 364, 163, 131]]",Musical instrument,Japan,469.0,640.0
Clothing,"[0, 0, 0, 1, 0, 0]",4,"[0, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 0]",35,Female,3,CrowdWorks,5,6,5,8,3,25d2f50cc91acc29.jpg,OpenImages,"[[77, 432, 136, 63], [78, 523, 130, 105], [81, 279, 139, 77], [84, 645, 130, 66], [240, 176, 309, 453], [539, 288, 104, 84]]",Clothing,Japan,685.0,1024.0
Footwear,"[0, 0, 0, 1, 0, 0]",4,"[0, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 0]",35,Female,3,CrowdWorks,5,6,5,8,3,25d2f50cc91acc29.jpg,OpenImages,"[[492, 471, 61, 89], [527, 665, 86, 134], [550, 461, 68, 105], [568, 653, 83, 142]]",Others,Japan,685.0,1024.0
Shelf,"[0, 0, 0, 1, 0, 0]",4,"[0, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 0]",35,Female,3,CrowdWorks,5,6,5,8,3,25d2f50cc91acc29.jpg,OpenImages,"[[3, 104, 666, 90], [57, 334, 152, 48], [65, 432, 145, 74], [74, 645, 145, 78], [78, 543, 143, 71], [450, 665, 207, 136], [476, 493, 170, 107], [521, 288, 136, 99]]",Others,Japan,685.0,1024.0
Toy,"[0, 0, 0, 1, 0, 0]",4,"[0, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 0]",35,Female,3,CrowdWorks,5,6,5,8,3,25d2f50cc91acc29.jpg,OpenImages,"[[1, 114, 675, 512], [25, 69, 610, 178]]",Toy,Japan,685.0,1024.0
Object 0,"[0, 0, 0, 1, 0, 0]",4,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",37,Female,0,CrowdWorks,3,5,6,8,4,222702.jpg,LVIS,"[[177, 54, 212, 346]]",Others,Japan,427.0,640.0
Object 0,"[0, 1, 0, 1, 0, 0]",2,"[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",30,Female,0,CrowdWorks,3,8,7,6,9,222702.jpg,LVIS,"[[177, 54, 212, 346]]",Others,Japan,427.0,640.0
Object 0,"[0, 1, 0, 0, 0, 0]",4,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",38,Male,2,Prolific,4,6,6,10,10,222702.jpg,LVIS,"[[177, 54, 212, 346]]",Others,UK,427.0,640.0
suitcase,"[0, 0, 0, 1, 0, 0]",4,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",31,Female,1,CrowdWorks,3,4,6,10,10,180578.jpg,LVIS,"[[27, 207, 67, 154], [284, 259, 83, 211]]",Others,Japan,640.0,480.0
painting,"[0, 1, 0, 0, 0, 0]",3,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",48,Female,1,CrowdWorks,2,7,4,6,7,180578.jpg,LVIS,"[[355, 58, 114, 118], [624, 36, 15, 151]]",Others,Japan,640.0,480.0
painting,"[0, 0, 0, 0, 0, 1]",3,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",29,Male,4,Prolific,3,6,7,8,8,180578.jpg,LVIS,"[[355, 58, 114, 118], [624, 36, 15, 151]]",Others,UK,640.0,480.0
passport,"[0, 1, 0, 1, 0, 0]",1,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",61,Female,2,CrowdWorks,8,8,8,8,9,463157.jpg,LVIS,"[[387, 109, 31, 34]]",Identity,Japan,450.0,390.0
dispenser,"[0, 0, 0, 1, 0, 0]",3,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",38,Female,3,CrowdWorks,5,6,6,8,6,382673.jpg,LVIS,"[[171, 327, 22, 55], [175, 341, 11, 52]]",Machine,Japan,425.0,640.0
mirror,"[1, 1, 0, 1, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",38,Female,3,CrowdWorks,5,6,6,8,6,382673.jpg,LVIS,"[[214, 92, 152, 196]]",Others,Japan,425.0,640.0
monitor_(computer_equipment) computer_monitor,"[0, 0, 0, 0, 0, 1]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",55,Male,1,CrowdWorks,5,6,6,8,6,108688.jpg,LVIS,"[[419, 202, 176, 162], [425, 103, 112, 73]]",Screen,Japan,640.0,487.0
cellular_telephone,"[1, 0, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",55,Male,1,CrowdWorks,5,6,6,8,6,108688.jpg,LVIS,"[[163, 55, 69, 65]]",Others,Japan,640.0,487.0
monitor_(computer_equipment) computer_monitor,"[1, 0, 0, 1, 0, 0]",1,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",46,Female,1,CrowdWorks,4,7,8,6,8,108688.jpg,LVIS,"[[419, 202, 176, 162], [425, 103, 112, 73]]",Screen,Japan,640.0,487.0
monitor_(computer_equipment) computer_monitor,"[1, 1, 1, 0, 1, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",38,Female,3,Prolific,10,6,10,10,10,108688.jpg,LVIS,"[[419, 202, 176, 162], [425, 103, 112, 73]]",Screen,UK,640.0,487.0
cellular_telephone,"[1, 0, 0, 1, 1, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",38,Female,3,Prolific,10,6,10,10,10,108688.jpg,LVIS,"[[163, 55, 69, 65]]",Others,UK,640.0,487.0
monitor_(computer_equipment) computer_monitor,"[0, 1, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",29,Female,3,Prolific,5,5,7,5,8,108688.jpg,LVIS,"[[419, 202, 176, 162], [425, 103, 112, 73]]",Screen,UK,640.0,487.0
cellular_telephone,"[1, 1, 1, 1, 1, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",29,Female,3,Prolific,5,5,7,5,8,108688.jpg,LVIS,"[[163, 55, 69, 65]]",Others,UK,640.0,487.0
Object 0,"[1, 1, 0, 0, 1, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",47,Female,3,CrowdWorks,6,7,8,5,9,151327.jpg,LVIS,"[[186, 119, 52, 50]]",Others,Japan,640.0,346.0
Object 1,"[1, 1, 1, 1, 1, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",47,Female,3,CrowdWorks,6,7,8,5,9,151327.jpg,LVIS,"[[149, 77, 440, 115]]",Others,Japan,640.0,346.0
Object 0,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",23,Male,2,Prolific,5,8,6,6,8,151327.jpg,LVIS,"[[186, 119, 52, 50]]",Others,UK,640.0,346.0
Object 1,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",23,Male,2,Prolific,5,8,6,6,8,151327.jpg,LVIS,"[[149, 77, 440, 115]]",Others,UK,640.0,346.0
Object 0,"[0, 1, 1, 1, 0, 0]",3,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",30,Male,1,Prolific,6,8,6,6,6,3567f456130c4ec2.jpg,OpenImages,"[[151, 783, 309, 190]]",Others,UK,683.0,1024.0
Man,"[1, 0, 0, 0, 0, 0]",2,"[0, 1, 1, 1, 1, 1, 0]","[0, 1, 1, 1, 1, 1, 0]",23,Male,1,Prolific,8,8,8,4,8,3567f456130c4ec2.jpg,OpenImages,"[[605, 682, 77, 341]]",Person,UK,683.0,1024.0
